lean_name,spec_theorem,function,verified,date_proven,commit_hash,commit_message
curve25519_dalek.ristretto.AddShared0RistrettoPointSharedARistrettoPointRistrettoPoint.add,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Add.lean,"curve25519_dalek::ristretto::{core::ops::arith::Add<&'a (curve25519_dalek::ristretto::RistrettoPoint), curve25519_dalek::ristretto::RistrettoPoint> for &1 (curve25519_dalek::ristretto::RistrettoPoint)}::add",verified,2026-02-09,660e810e9fac70be7baacf2b2e59ddd770c84c03,Proof of RistrettoPoint: add (#507)
curve25519_dalek.edwards.EdwardsPoint.mul_base_clamped,Curve25519Dalek/Specs/Edwards/EdwardsPoint/MulBaseClamped.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::mul_base_clamped,verified,2026-02-11,4d3e5c332372541ec787b30e3ac59c91727eb967,"Completed MulBase, MulBaseClamped, MulClamped, Edward:MulBaseClamped on Montgomery (#520)"
curve25519_dalek.montgomery.MontgomeryPoint.mul_base_clamped,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/MulBaseClamped.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::mul_base_clamped,verified,2026-02-11,4d3e5c332372541ec787b30e3ac59c91727eb967,"Completed MulBase, MulBaseClamped, MulClamped, Edward:MulBaseClamped on Montgomery (#520)"
curve25519_dalek.montgomery.MontgomeryPoint.mul_clamped,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/MulClamped.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::mul_clamped,verified,2026-02-11,4d3e5c332372541ec787b30e3ac59c91727eb967,"Completed MulBase, MulBaseClamped, MulClamped, Edward:MulBaseClamped on Montgomery (#520)"
curve25519_dalek.ristretto.RistrettoPoint.coset4,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Coset4.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::RistrettoPoint}::coset4,verified,2026-02-16,9ea64286d34e8a21d2050e6577c09907883dbe93,Proof for RistrettoPoint::coset4 + Spec theorem for EIGHT_TORSION.lean (#540)
curve25519_dalek.ristretto.decompress.step_1,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/Step1.lean,curve25519_dalek::ristretto::decompress::step_1,verified,2026-02-18,a6925243798f066aebb359ead36ec7dc8b891b50,issue 543 step1 verification (#545)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithMulSharedAEdwardsPointEdwardsPoint.mul,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Mul.lean,"curve25519_dalek::edwards::{core::ops::arith::Mul<&'a (curve25519_dalek::edwards::EdwardsPoint), curve25519_dalek::edwards::EdwardsPoint> for &1 (curve25519_dalek::scalar::Scalar)}::mul",verified,2026-02-26,a80dcf1ee4ef25a6a0ee708ea766be70d88eec02,Proofs of both RistrettoPoint::mul functions (#567)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithMulSharedARistrettoPointRistrettoPoint.mul,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Mul.lean,"curve25519_dalek::ristretto::{core::ops::arith::Mul<&'a (curve25519_dalek::ristretto::RistrettoPoint), curve25519_dalek::ristretto::RistrettoPoint> for &1 (curve25519_dalek::scalar::Scalar)}::mul",verified,2026-02-26,a80dcf1ee4ef25a6a0ee708ea766be70d88eec02,Proofs of both RistrettoPoint::mul functions (#567)
curve25519_dalek.Shared0RistrettoPoint.Insts.CoreOpsArithMulSharedAScalarRistrettoPoint.mul,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Mul.lean,"curve25519_dalek::ristretto::{core::ops::arith::Mul<&'a (curve25519_dalek::scalar::Scalar), curve25519_dalek::ristretto::RistrettoPoint> for &1 (curve25519_dalek::ristretto::RistrettoPoint)}::mul",verified,2026-02-26,a80dcf1ee4ef25a6a0ee708ea766be70d88eec02,Proofs of both RistrettoPoint::mul functions (#567)
curve25519_dalek.ristretto.CompressedRistretto.decompress,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/Decompress.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::CompressedRistretto}::decompress,verified,2026-02-26,9dc45c45f30be2a1838ef566ffab8eec4a86225e,Issue 562 decompress verification (#568)
curve25519_dalek.montgomery.ProjectivePoint.as_affine,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/AsAffine.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::ProjectivePoint}::as_affine,verified,2026-02-27,29861e301c67a0766d86dad1d924ab2cc665f9fd,Specify and Prove As affine (#511)
curve25519_dalek.ristretto.RistrettoPoint.from_uniform_bytes,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/FromUniformBytes.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::RistrettoPoint}::from_uniform_bytes,verified,2026-02-27,6913f139f4a7c431af4375905c852dce67909ac3,From uniform bytes (#550)
curve25519_dalek.backend.serial.u64.field.FieldElement51.to_bytes,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/ToBytes.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::to_bytes,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.backend.serial.u64.scalar.Scalar52.from_bytes,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/FromBytes.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::from_bytes,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.backend.serial.u64.scalar.Scalar52.from_bytes_wide,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/FromBytesWide.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::from_bytes_wide,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.backend.serial.u64.scalar.Scalar52.montgomery_reduce,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/MontgomeryReduce.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::montgomery_reduce,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.affine.AffinePoint.compress,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/Compress.lean,curve25519_dalek::edwards::affine::{curve25519_dalek::edwards::affine::AffinePoint}::compress,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.Shared0EdwardsPoint.Insts.CoreOpsArithMulSharedAScalarEdwardsPoint.mul,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Mul.lean,"curve25519_dalek::edwards::{core::ops::arith::Mul<&'a (curve25519_dalek::scalar::Scalar), curve25519_dalek::edwards::EdwardsPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::mul",externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.CompressedEdwardsY.decompress,Curve25519Dalek/Specs/Edwards/CompressedEdwardsY/Decompress.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::CompressedEdwardsY}::decompress,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.EdwardsPoint.compress,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Compress.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::compress,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.EdwardsPoint.double,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Double.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::double,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.EdwardsPoint.mul_base,Curve25519Dalek/Specs/Edwards/EdwardsPoint/MulBase.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::mul_base,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.EdwardsPoint.mul_by_pow_2,Curve25519Dalek/Specs/Edwards/EdwardsPoint/MulByPow2.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::mul_by_pow_2,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.edwards.EdwardsPoint.to_montgomery,Curve25519Dalek/Specs/Edwards/EdwardsPoint/ToMontgomery.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::to_montgomery,externally verified,2026-03-01,5397fc3ae5020bbd41476c486ea8fd01bda626c0,"Feat(utils): spec thms can be tagged as externally verified, functions can be marked as ignored  (#587)"
curve25519_dalek.backend.serial.u64.constants.APLUS2_OVER_FOUR,Curve25519Dalek/Specs/Backend/Serial/U64/Constants/APLUS2_OVER_FOUR.lean,curve25519_dalek::backend::serial::u64::constants::APLUS2_OVER_FOUR,verified,2026-03-03,78ed5c9f3a717c08712c001b131556b1da1dd65b,Aplus2 over four (#596)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.mul,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Mul.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::mul,verified,2026-03-04,68c013af65965c23307a298047c83b50aaa17d39,Added spec for Scalar52.mul (#594)
curve25519_dalek.backend.serial.u64.constants.ED25519_BASEPOINT_POINT,Curve25519Dalek/Specs/Backend/Serial/U64/Constants/ED25519_BASEPOINT_POINT.lean,curve25519_dalek::backend::serial::u64::constants::ED25519_BASEPOINT_POINT,verified,2026-03-05,3739e67e2d585e139d18f6ffbe76a3ead74cc4d2,Update to Aeneas 1620d2a (#584)
curve25519_dalek.backend.serial.u64.constants.EIGHT_TORSION,Curve25519Dalek/Specs/Backend/Serial/U64/Constants/EIGHT_TORSION.lean,curve25519_dalek::backend::serial::u64::constants::EIGHT_TORSION,verified,2026-03-05,3739e67e2d585e139d18f6ffbe76a3ead74cc4d2,Update to Aeneas 1620d2a (#584)
curve25519_dalek.Shared0FieldElement51.Insts.CoreOpsArithMulSharedAFieldElement51FieldElement51.mul,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Mul.lean,"curve25519_dalek::backend::serial::u64::field::{core::ops::arith::Mul<&'a (curve25519_dalek::backend::serial::u64::field::FieldElement51), curve25519_dalek::backend::serial::u64::field::FieldElement51> for &1 (curve25519_dalek::backend::serial::u64::field::FieldElement51)}::mul",externally verified,2026-03-05,3739e67e2d585e139d18f6ffbe76a3ead74cc4d2,Update to Aeneas 1620d2a (#584)
curve25519_dalek.edwards.EdwardsPoint.Insts.SubtleConditionallySelectable.conditional_select,Curve25519Dalek/Specs/Edwards/EdwardsPoint/ConditionalSelect.lean,curve25519_dalek::edwards::{subtle::ConditionallySelectable for curve25519_dalek::edwards::EdwardsPoint}::conditional_select,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.ristretto.RistrettoPoint.Insts.CoreCmpPartialEqRistrettoPoint.eq,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Eq.lean,curve25519_dalek::ristretto::{core::cmp::PartialEq<curve25519_dalek::ristretto::RistrettoPoint> for curve25519_dalek::ristretto::RistrettoPoint}::eq,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.Shared0RistrettoPoint.Insts.CoreOpsArithSubSharedARistrettoPointRistrettoPoint.sub,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Sub.lean,"curve25519_dalek::ristretto::{core::ops::arith::Sub<&'a (curve25519_dalek::ristretto::RistrettoPoint), curve25519_dalek::ristretto::RistrettoPoint> for &1 (curve25519_dalek::ristretto::RistrettoPoint)}::sub",verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.ristretto.CompressedRistretto.Insts.Curve25519_dalekTraitsIdentity.identity,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/Identity.lean,curve25519_dalek::ristretto::{curve25519_dalek::traits::Identity for curve25519_dalek::ristretto::CompressedRistretto}::identity,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.ristretto.RistrettoPoint.Insts.Curve25519_dalekTraitsIdentity.identity,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Identity.lean,curve25519_dalek::ristretto::{curve25519_dalek::traits::Identity for curve25519_dalek::ristretto::RistrettoPoint}::identity,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.ristretto.RistrettoPoint.Insts.SubtleConditionallySelectable.conditional_select,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/ConditionalSelect.lean,curve25519_dalek::ristretto::{subtle::ConditionallySelectable for curve25519_dalek::ristretto::RistrettoPoint}::conditional_select,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.ristretto.CompressedRistretto.Insts.SubtleConstantTimeEq.ct_eq,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/CtEq.lean,curve25519_dalek::ristretto::{subtle::ConstantTimeEq for curve25519_dalek::ristretto::CompressedRistretto}::ct_eq,verified,2026-03-05,184c63695a0154045021c71c11ff6ef2e184b34a,Specification of eight Ristretto functions + Verification of six Ristretto functions (#614)
curve25519_dalek.backend.serial.u64.field.FieldElement51.from_bytes,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/FromBytes.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::from_bytes,verified,2026-03-08,a13613d7416d38a0cc1cc65505d767de4f1f1119,Introduce `BitList` and refactor `FieldElement51.from_bytes`  (#616)
curve25519_dalek.montgomery.differential_add_and_double,Curve25519Dalek/Specs/Montgomery/ProjectivePoint/DifferentialAddAndDouble.lean,curve25519_dalek::montgomery::differential_add_and_double,verified,2026-03-09,5537e333930af80a87d94af0a26444829dc71f3c,completed ADD_DBL (#617)
curve25519_dalek.ristretto.RistrettoPoint.compress,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Compress.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::RistrettoPoint}::compress,verified,2026-03-09,a73ea21341ea97e07ef070349fcf55e61a93ff1b,issue 541 ristretto compress spec verification (#613)
curve25519_dalek.ristretto.RistrettoPoint.Insts.SubtleConstantTimeEq.ct_eq,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/CtEq.lean,curve25519_dalek::ristretto::{subtle::ConstantTimeEq for curve25519_dalek::ristretto::RistrettoPoint}::ct_eq,verified,2026-03-10,74d9fe481cb84207fd266b6dfdfbe1a2d6bc2c63,Proof of RistrettoPoint::ct_eq (#628)
curve25519_dalek.backend.serial.u64.field.FieldElement51.pow2k,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Pow2K.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::pow2k,verified,2026-03-11,ed580c58ff446a593a8ec847c7f60822b8638dd6,Refactor-pow2k (#445)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.square,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Square.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::square,verified,2026-03-11,52640a29aaf568535775370ccbfbc4208d45ddc3,Verified EdwardsPoint: Add Neg Eq and Scalar52::square (#635)
curve25519_dalek.edwards.EdwardsPoint.Insts.CoreCmpPartialEqEdwardsPoint.eq,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Eq.lean,curve25519_dalek::edwards::{core::cmp::PartialEq<curve25519_dalek::edwards::EdwardsPoint> for curve25519_dalek::edwards::EdwardsPoint}::eq,verified,2026-03-11,52640a29aaf568535775370ccbfbc4208d45ddc3,Verified EdwardsPoint: Add Neg Eq and Scalar52::square (#635)
curve25519_dalek.Shared0EdwardsPoint.Insts.CoreOpsArithAddSharedAEdwardsPointEdwardsPoint.add,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Add.lean,"curve25519_dalek::edwards::{core::ops::arith::Add<&'a (curve25519_dalek::edwards::EdwardsPoint), curve25519_dalek::edwards::EdwardsPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::add",verified,2026-03-11,52640a29aaf568535775370ccbfbc4208d45ddc3,Verified EdwardsPoint: Add Neg Eq and Scalar52::square (#635)
curve25519_dalek.Shared0EdwardsPoint.Insts.CoreOpsArithNegEdwardsPoint.neg,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Neg.lean,curve25519_dalek::edwards::{core::ops::arith::Neg<curve25519_dalek::edwards::EdwardsPoint> for &0 (curve25519_dalek::edwards::EdwardsPoint)}::neg,verified,2026-03-11,52640a29aaf568535775370ccbfbc4208d45ddc3,Verified EdwardsPoint: Add Neg Eq and Scalar52::square (#635)
curve25519_dalek.ristretto.CompressedRistretto.from_slice,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/FromSlice.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::CompressedRistretto}::from_slice,verified,2026-03-11,a22c5b0e0b85c57a3f98fc7f3ecebec03caf821d,Proof of CompressedRistretto::from_slice (#636)
curve25519_dalek.montgomery.MontgomeryPoint.to_edwards,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/ToEdwards.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::to_edwards,verified,2026-03-12,9530ff79b5626371082f814ae8cb8261486c5522,ToEdwards (#591)
curve25519_dalek.Shared0EdwardsPoint.Insts.CoreOpsArithSubSharedAEdwardsPointEdwardsPoint.sub,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Sub.lean,"curve25519_dalek::edwards::{core::ops::arith::Sub<&'a (curve25519_dalek::edwards::EdwardsPoint), curve25519_dalek::edwards::EdwardsPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::sub",verified,2026-03-14,e8f299696a641d4c4c48b6c5d4288067910d202c,Verified Edwards::Sub and Edwards::From_Slice (#647)
curve25519_dalek.edwards.CompressedEdwardsY.from_slice,Curve25519Dalek/Specs/Edwards/CompressedEdwardsY/FromSlice.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::CompressedEdwardsY}::from_slice,verified,2026-03-14,e8f299696a641d4c4c48b6c5d4288067910d202c,Verified Edwards::Sub and Edwards::From_Slice (#647)
curve25519_dalek.ristretto.RistrettoPoint.elligator_ristretto_flavor,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/ElligatorRistrettoFlavor.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::RistrettoPoint}::elligator_ristretto_flavor,verified,2026-03-14,24c9f90e937d1237b282691289165ed3fda9dff1,Issue 618 elligator refactoring (#640)
curve25519_dalek.ristretto.decompress.step_2,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/Step2.lean,curve25519_dalek::ristretto::decompress::step_2,verified,2026-03-16,b2db46d3d6430c067cec05e63c325caa353b5d7e,Restore and refactor step_2 proof (#653)
curve25519_dalek.ristretto.RistrettoPoint.mul_base,Curve25519Dalek/Specs/Ristretto/RistrettoPoint/Mul_Base.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::RistrettoPoint}::mul_base,verified,2026-03-17,cd061c1afb9fcd8a4d066bacbae28b5b68f706f0,Re-verified RistrettoPoint::mul_base (#656) (#657)
curve25519_dalek.constants.BASEPOINT_ORDER_PRIVATE,Curve25519Dalek/Specs/Constants/BASEPOINT_ORDER_PRIVATE.lean,curve25519_dalek::constants::BASEPOINT_ORDER_PRIVATE,verified,2026-03-18,a6b17f088d7b08996990f991ef788bd397bff627,specify and verify :  is_torsion_free and as_affine_niels (#664)
curve25519_dalek.edwards.EdwardsPoint.as_affine_niels,Curve25519Dalek/Specs/Edwards/EdwardsPoint/AsAffineNiels.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::as_affine_niels,verified,2026-03-18,a6b17f088d7b08996990f991ef788bd397bff627,specify and verify :  is_torsion_free and as_affine_niels (#664)
curve25519_dalek.edwards.EdwardsPoint.is_torsion_free,Curve25519Dalek/Specs/Edwards/EdwardsPoint/IsTorsionFree.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::is_torsion_free,verified,2026-03-18,a6b17f088d7b08996990f991ef788bd397bff627,specify and verify :  is_torsion_free and as_affine_niels (#664)
curve25519_dalek.edwards.EdwardsPoint.mul_clamped,Curve25519Dalek/Specs/Edwards/EdwardsPoint/MulClamped.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::mul_clamped,verified,2026-03-18,a6b17f088d7b08996990f991ef788bd397bff627,specify and verify :  is_torsion_free and as_affine_niels (#664)
curve25519_dalek.edwards.CompressedEdwardsY.Insts.Curve25519_dalekTraitsIdentity.identity,Curve25519Dalek/Specs/Edwards/CompressedEdwardsY/Identity.lean,curve25519_dalek::edwards::{curve25519_dalek::traits::Identity for curve25519_dalek::edwards::CompressedEdwardsY}::identity,verified,2026-03-18,a6b17f088d7b08996990f991ef788bd397bff627,specify and verify :  is_torsion_free and as_affine_niels (#664)
curve25519_dalek.edwards.affine.AffinePoint.Insts.CoreCmpPartialEqAffinePoint.eq,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/Eq.lean,curve25519_dalek::edwards::affine::{core::cmp::PartialEq<curve25519_dalek::edwards::affine::AffinePoint> for curve25519_dalek::edwards::affine::AffinePoint}::eq,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.affine.AffinePoint.to_edwards,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/ToEdwards.lean,curve25519_dalek::edwards::affine::{curve25519_dalek::edwards::affine::AffinePoint}::to_edwards,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.affine.AffinePoint.Insts.Curve25519_dalekTraitsIdentity.identity,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/Identity.lean,curve25519_dalek::edwards::affine::{curve25519_dalek::traits::Identity for curve25519_dalek::edwards::affine::AffinePoint}::identity,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.affine.AffinePoint.Insts.SubtleConditionallySelectable.conditional_select,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/ConditionalSelect.lean,curve25519_dalek::edwards::affine::{subtle::ConditionallySelectable for curve25519_dalek::edwards::affine::AffinePoint}::conditional_select,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.affine.AffinePoint.Insts.SubtleConstantTimeEq.ct_eq,Curve25519Dalek/Specs/Edwards/Affine/AffinePoint/CtEq.lean,curve25519_dalek::edwards::affine::{subtle::ConstantTimeEq for curve25519_dalek::edwards::affine::AffinePoint}::ct_eq,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.CompressedEdwardsY.Insts.SubtleConstantTimeEq.ct_eq,Curve25519Dalek/Specs/Edwards/CompressedEdwardsY/CtEq.lean,curve25519_dalek::edwards::{subtle::ConstantTimeEq for curve25519_dalek::edwards::CompressedEdwardsY}::ct_eq,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.field.FieldElement51.invert,Curve25519Dalek/Specs/Field/FieldElement51/Invert.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::invert,verified,2026-03-20,8e7300433dcaf28d91c98bf21e8071e5f707d1e2,"Prove pow22501_spec, pow_p58_spec, and invert_spec, removing sorry and externally_verified (#676)"
curve25519_dalek.field.FieldElement51.pow22501,Curve25519Dalek/Specs/Field/FieldElement51/Pow22501.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::pow22501,verified,2026-03-20,8e7300433dcaf28d91c98bf21e8071e5f707d1e2,"Prove pow22501_spec, pow_p58_spec, and invert_spec, removing sorry and externally_verified (#676)"
curve25519_dalek.field.FieldElement51.pow_p58,Curve25519Dalek/Specs/Field/FieldElement51/PowP58.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::pow_p58,verified,2026-03-20,8e7300433dcaf28d91c98bf21e8071e5f707d1e2,"Prove pow22501_spec, pow_p58_spec, and invert_spec, removing sorry and externally_verified (#676)"
curve25519_dalek.montgomery.elligator_encode,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/ElligatorEncode.lean,curve25519_dalek::montgomery::elligator_encode,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.Shared1MontgomeryPoint.Insts.CoreOpsArithMulShared0ScalarMontgomeryPoint.mul,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/Mul.lean,"curve25519_dalek::montgomery::{core::ops::arith::Mul<&0 (curve25519_dalek::scalar::Scalar), curve25519_dalek::montgomery::MontgomeryPoint> for &1 (curve25519_dalek::montgomery::MontgomeryPoint)}::mul",verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.montgomery.MontgomeryPoint.mul_base,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/MulBase.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::mul_base,verified,2026-03-20,66b626407e490c08a87db5850db61ff526b61d35,reproof add new spec (#680)
curve25519_dalek.edwards.EdwardsPoint.is_small_order,Curve25519Dalek/Specs/Edwards/EdwardsPoint/IsSmallOrder.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::is_small_order,verified,2026-03-21,4bf220bcad8950b9836d76274f26342eee09dc66,"Prove is_small_order_spec, removing sorry and externally_verified (#687)"
